id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000241852,C8orf58,chr8,+,22457114,22457135,protein_coding
ENSG00000241878,PISD,chr22,-,32058418,32058201,protein_coding
ENSG00000241881,U66059.58,chr7,+,141985579,141985579,lincRNA
ENSG00000241882,RP11-637O11.2,chr3,+,168006341,168006341,lincRNA
ENSG00000241884,RP11-85I21.1,chr3,+,67346724,67346724,lincRNA
ENSG00000241912,RP11-292E2.2,chr3,+,153094620,153094620,lincRNA
ENSG00000241933,RP11-755B10.3,chr3,+,57678932,57678546,lincRNA
ENSG00000241935,HOGA1,chr10,+,99344080,99344080,protein_coding
ENSG00000241945,PWP2,chr21,+,45527171,45527246,protein_coding
ENSG00000241954,RP1-149A16.17,chr22,+,32779773,32779773,lincRNA
ENSG00000241962,RP11-111H13.1,chr2,+,99757948,99757948,protein_coding
ENSG00000241973,PI4KA,chr22,-,21213705,21213099,protein_coding
ENSG00000241978,AKAP2,chr9,+,112810878,112810976,protein_coding
ENSG00000242009,RP11-359D24.1,chr3,+,81889698,81889698,lincRNA
ENSG00000242012,RP11-338L18.1,chr3,+,182082935,182082935,lincRNA
ENSG00000242019,KIR3DL3,chr19,+,55235984,55235984,protein_coding
ENSG00000242021,RP11-268G12.3,chrX,-,27194415,27194415,lincRNA
ENSG00000242029,RP11-457K10.1,chr3,+,109366954,109366954,lincRNA
ENSG00000242042,RP11-690C23.2,chr1,-,246687589,246687589,lincRNA
ENSG00000242072,RP11-458K10.1,chr7,-,115316383,115316383,lincRNA
ENSG00000242078,RP11-738B7.1,chr7,-,129425025,129425025,lincRNA
ENSG00000242086,LINC00969,chr3,+,195384933,195384939,lincRNA
ENSG00000242104,RP11-340E6.1,chr3,+,141382041,141382041,lincRNA
ENSG00000242107,LINC01100,chr3,+,159733811,159733811,lincRNA
ENSG00000242110,AMACR,chr5,-,34008213,34008154,protein_coding
ENSG00000242114,MTFP1,chr22,+,30821518,30821768,protein_coding
ENSG00000242145,RP11-520D19.1,chr3,-,81258065,81258065,lincRNA
ENSG00000242147,RP13-463N16.6,chr10,-,5638081,5638064,lincRNA
ENSG00000242173,ARHGDIG,chr16,+,318726,330591,protein_coding
ENSG00000242180,OR51B5,chr11,-,5364754,5364754,protein_coding
ENSG00000242185,CT45A2,chrX,+,134866214,134866214,protein_coding
ENSG00000242190,RP11-142L1.1,chr3,-,81813907,81813907,lincRNA
ENSG00000242220,TCP10L,chr21,-,33959683,33957833,protein_coding
ENSG00000242221,PSG2,chr19,-,43587197,43587197,protein_coding
ENSG00000242247,ARFGAP3,chr22,-,43254112,43253240,protein_coding
ENSG00000242252,BGLAP,chr1,+,156211753,156211980,protein_coding
ENSG00000242258,LINC00996,chr7,+,150130742,150130808,lincRNA
ENSG00000242259,C22orf39,chr22,-,19435755,19435223,protein_coding
ENSG00000242265,PEG10,chr7,+,94285637,94285682,protein_coding
ENSG00000242268,RP11-368I23.2,chr3,+,168621154,168621154,lincRNA
ENSG00000242282,AC108488.4,chr2,-,3584463,3584442,lincRNA
ENSG00000242290,RP11-197K3.1,chr3,+,114164368,114164368,lincRNA
ENSG00000242317,RP11-875H7.5,chr3,-,55539289,55539289,lincRNA
ENSG00000242339,RP11-735B13.2,chr3,+,84934087,84934087,lincRNA
ENSG00000242362,CT47A2,chrX,-,120114782,120114782,protein_coding
ENSG00000242372,EIF6,chr20,-,33872788,33872565,protein_coding
ENSG00000242375,RP11-498P14.3,chr9,-,99959969,99959969,lincRNA
ENSG00000242389,RBMY1E,chrY,-,24064214,24064214,protein_coding
ENSG00000242407,CTD-2377D24.4,chr17,+,46810453,46810777,lincRNA
ENSG00000242419,PCDHGC4,chr5,+,140864564,140864616,protein_coding
ENSG00000242440,RP11-501O2.5,chr3,+,147998678,147998678,lincRNA
ENSG00000242441,GTF2A1L,chr2,+,48844937,48844995,protein_coding
ENSG00000242474,AC093627.9,chr7,-,149466,149161,lincRNA
ENSG00000242485,MRPL20,chr1,-,1342693,1342673,protein_coding
ENSG00000242498,ARPIN,chr15,-,90456188,90456184,protein_coding
ENSG00000242512,LINC01206,chr3,+,181670131,181670178,lincRNA
ENSG00000242515,UGT1A10,chr2,+,234545100,234545160,protein_coding
ENSG00000242516,LINC00960,chr3,+,75721542,75721413,lincRNA
ENSG00000242536,RP11-290K4.2,chr3,-,157806786,157806786,lincRNA
ENSG00000242545,RP11-719N22.2,chr3,-,59496404,59496404,lincRNA
ENSG00000242550,SERPINB10,chr18,+,61564408,61575207,protein_coding
ENSG00000242553,AP001432.14,chr21,+,38593720,38593745,lincRNA
ENSG00000242568,RP11-875H7.1,chr3,-,55384943,55384981,lincRNA
ENSG00000242569,RP11-435B5.3,chr1,+,143347958,143347958,lincRNA
ENSG00000242574,HLA-DMB,chr6,-,32908847,32908805,protein_coding
ENSG00000242578,RP11-469J4.3,chr3,+,170128300,170128300,lincRNA
ENSG00000242611,AC093627.8,chr7,+,77038,77038,lincRNA
ENSG00000242612,DECR2,chr16,+,451826,451885,protein_coding
ENSG00000242616,GNG10,chr9,+,114423615,114423885,protein_coding
ENSG00000242618,RP11-433A10.2,chr3,-,72259043,72259043,lincRNA
ENSG00000242622,RP11-18H7.1,chr3,+,119813742,119814096,lincRNA
ENSG00000242641,LINC00971,chr3,-,84930830,84930830,lincRNA
ENSG00000242659,RP11-271C24.2,chr3,-,113466255,113466658,lincRNA
ENSG00000242671,RP11-232M24.1,chr3,+,146639710,146639710,lincRNA
ENSG00000242715,CCDC169,chr13,-,36871977,36871951,protein_coding
ENSG00000242732,RGAG4,chrX,-,71351751,71351765,protein_coding
ENSG00000242741,RP11-20B7.1,chr3,+,73857752,73857752,lincRNA
ENSG00000242753,RP11-716O23.2,chr6,+,11487459,11487459,lincRNA
ENSG00000242759,LINC00882,chr3,-,106959488,106959485,lincRNA
ENSG00000242767,ZBTB20-AS4,chr3,+,114819270,114819270,lincRNA
ENSG00000242775,RP11-875H7.2,chr3,-,55395857,55395857,lincRNA
ENSG00000242781,RP11-47P18.2,chr3,+,80814048,80814048,lincRNA
ENSG00000242790,RP11-451G4.3,chr3,+,155008977,155008977,lincRNA
ENSG00000242791,RP11-651P23.5,chr3,+,149694542,149694542,lincRNA
ENSG00000242802,AP5Z1,chr7,+,4815253,4815266,protein_coding
ENSG00000242816,RP11-768G7.3,chr3,+,117509520,117509520,lincRNA
ENSG00000242828,RP11-47P18.1,chr3,-,80838114,80838114,lincRNA
ENSG00000242852,ZNF709,chr19,-,12624668,12624669,protein_coding
ENSG00000242866,STRC,chr15,-,43910998,43910998,protein_coding
ENSG00000242875,RBMY1B,chrY,+,23673224,23673224,protein_coding
ENSG00000242880,RP11-190P13.2,chr3,+,114970043,114970043,lincRNA
ENSG00000242924,RP11-298O21.6,chr3,+,167582561,167582561,lincRNA
ENSG00000242950,ERVW-1,chr7,-,92107300,92107260,protein_coding
ENSG00000243012,RP11-292E2.4,chr3,+,153149645,153149645,lincRNA
ENSG00000243056,EIF4EBP3,chr5,+,139927251,139927264,protein_coding
ENSG00000243062,RP11-12M5.1,chr1,+,179699352,179699323,lincRNA
ENSG00000243073,PRAMEF4,chr1,-,12946025,12946025,protein_coding
ENSG00000243081,RP11-231E6.1,chr3,-,112127981,112128029,lincRNA
ENSG00000243083,LINC00870,chr3,+,72200408,72202074,lincRNA
ENSG00000243089,RP11-779P15.2,chr3,-,99245957,99246036,lincRNA
ENSG00000243130,PSG11,chr19,-,43530664,43530621,protein_coding
ENSG00000243137,PSG4,chr19,-,43711451,43709790,protein_coding
ENSG00000243144,RP11-115N4.1,chr7,+,90940683,90940683,lincRNA
ENSG00000243147,MRPL33,chr2,+,27994584,27994611,protein_coding
ENSG00000243149,RP11-543A18.1,chr3,+,65160633,65160633,lincRNA
ENSG00000243156,MICAL3,chr22,-,18507325,18484267,protein_coding
ENSG00000243179,AC110769.3,chr2,+,114737486,114737562,lincRNA
ENSG00000243232,PCDHAC2,chr5,+,140345820,140346090,protein_coding
ENSG00000243244,STON1,chr2,+,48756522,48757308,protein_coding
ENSG00000243276,RP11-384F7.1,chr3,-,118276515,118276515,lincRNA
ENSG00000243279,PRAF2,chrX,-,48931730,48931661,protein_coding
ENSG00000243284,VSIG8,chr1,-,159832447,159832447,protein_coding
ENSG00000243295,CTD-2185K10.1,chr3,+,59050876,59050876,lincRNA
ENSG00000243296,RP11-779P15.1,chr3,+,99219191,99219191,lincRNA
ENSG00000243300,LINC00359,chr13,-,97636426,97600527,lincRNA
ENSG00000243317,C7orf73,chr7,+,135347244,135347262,protein_coding
ENSG00000243321,RP11-167H9.3,chr3,-,149797904,149797904,lincRNA
ENSG00000243335,KCTD7,chr7,+,66093868,66094040,protein_coding
ENSG00000243345,RP11-458K10.3,chr7,+,115429783,115429783,lincRNA
ENSG00000243347,RP11-501O2.4,chr3,-,147997885,147997872,lincRNA
ENSG00000243364,EFNA4,chr1,+,155036207,155036197,protein_coding
ENSG00000243414,TICAM2,chr5,-,114938176,114938176,protein_coding
ENSG00000243440,AF165138.7,chr21,-,16031142,15988777,protein_coding
ENSG00000243444,PALM2,chr9,+,112403068,112403067,protein_coding
ENSG00000243449,C4orf48,chr4,+,2043720,2043733,protein_coding
ENSG00000243477,NAT6,chr3,-,50336852,50336803,protein_coding
ENSG00000243479,MNX1-AS1,chr7,+,156803499,156803600,lincRNA
ENSG00000243480,AMY2A,chr1,+,104159433,104159273,protein_coding
ENSG00000243485,RP11-34P13.3,chr1,+,29554,29554,lincRNA
ENSG00000243486,RP11-217E22.5,chr3,+,153599315,153599299,lincRNA
ENSG00000243489,KRTAP10-11,chr21,+,46066331,46066331,protein_coding
ENSG00000243491,RP11-521D12.5,chr2,-,9910470,9910470,lincRNA
ENSG00000243501,RP11-257K9.8,chr6,-,73972919,73972919,protein_coding
ENSG00000243543,WFDC6,chr20,-,44168134,44168120,protein_coding
ENSG00000243550,LINC01214,chr3,-,150005160,150005160,lincRNA
ENSG00000243566,UPK3B,chr7,+,76139745,76139869,protein_coding
ENSG00000243572,RP11-889D3.2,chr3,+,55212200,55212200,lincRNA
ENSG00000243574,RP11-264K23.1,chr7,-,123927598,123927598,lincRNA
ENSG00000243583,RP4-669B10.3,chr7,+,143651937,143651937,lincRNA
ENSG00000243593,RP11-500K19.1,chr3,-,120555207,120555207,lincRNA
ENSG00000243627,AP000322.53,chr21,-,35796264,35796249,protein_coding
ENSG00000243629,LINC00880,chr3,-,156840793,156840782,lincRNA
ENSG00000243636,RP11-164O23.7,chr1,+,207352641,207352641,lincRNA
ENSG00000243646,IL10RB,chr21,+,34638663,34638672,protein_coding
ENSG00000243649,CFB,chr6,+,31913427,31913874,protein_coding
ENSG00000243660,ZNF487,chr10,+,43932289,43932321,protein_coding
ENSG00000243667,WDR92,chr2,-,68384692,68384659,protein_coding
ENSG00000243678,NME2,chr17,+,49242796,49243772,protein_coding
ENSG00000243694,RP11-6B4.1,chr3,+,81043019,81043031,lincRNA
ENSG00000243696,RP5-966M1.6,chr3,-,52869745,52869745,protein_coding
ENSG00000243701,DUBR,chr3,+,106959539,106959565,lincRNA
ENSG00000243708,PLA2G4B,chr15,+,42129973,42129973,protein_coding
ENSG00000243709,LEFTY1,chr1,-,226099082,226076846,protein_coding
ENSG00000243710,CFAP57,chr1,+,43637820,43638012,protein_coding
ENSG00000243716,NPIPB5,chr16,+,22490442,22490442,protein_coding
ENSG00000243725,TTC4,chr1,+,55181495,55181538,protein_coding
ENSG00000243729,OR5V1,chr6,-,29399744,29399744,protein_coding
ENSG00000243733,RP11-80H8.3,chr3,+,142830644,142830644,lincRNA
ENSG00000243749,ZMYM6NB,chr1,-,35450954,35450906,protein_coding
ENSG00000243772,KIR2DL3,chr19,+,55249980,55249978,protein_coding
ENSG00000243789,JMJD7,chr15,+,42120283,42120311,protein_coding
ENSG00000243795,RP11-572M11.3,chr3,-,112886666,112886666,lincRNA
ENSG00000243811,APOBEC3D,chr22,+,39410368,39417132,protein_coding
ENSG00000243819,RN7SL832P,chr2,+,10830470,10830470,lincRNA
ENSG00000243832,RP11-202A13.1,chr3,-,133776492,133776492,lincRNA
ENSG00000243861,RP11-656A15.1,chr3,-,154257098,154257098,lincRNA
ENSG00000243885,RP11-278L15.2,chr3,-,149103587,149103587,lincRNA
ENSG00000243896,OR2A7,chr7,-,143956815,143956815,protein_coding
ENSG00000243903,RP11-285B24.1,chr3,-,59374430,59374343,lincRNA
ENSG00000243910,TUBA4B,chr2,+,220117965,220117965,protein_coding
ENSG00000243927,MRPS6,chr21,+,35445524,35445507,protein_coding
ENSG00000243943,ZNF512,chr2,+,27805836,27805913,protein_coding
ENSG00000243953,RP11-439C8.2,chr3,-,154688012,154688012,lincRNA
ENSG00000243955,GSTA1,chr6,-,52668708,52668614,protein_coding
ENSG00000243961,RP5-839B4.8,chr20,+,9966736,9966736,lincRNA
ENSG00000243969,RP11-439C8.1,chr3,-,154578806,154578806,lincRNA
ENSG00000243978,RGAG1,chrX,+,109602044,109602077,protein_coding
ENSG00000243989,ACY1,chr3,+,52017356,52017551,protein_coding
ENSG00000244005,NFS1,chr20,-,34287281,34287274,protein_coding
ENSG00000244020,MT1HL1,chr1,-,237167718,237167741,protein_coding
ENSG00000244025,KRTAP19-3,chr21,-,31864303,31864331,protein_coding
ENSG00000244038,DDOST,chr1,-,20988037,20987862,protein_coding
ENSG00000244045,TMEM199,chr17,+,26684604,26684670,protein_coding
ENSG00000244057,LCE3C,chr1,+,152484011,152572710,protein_coding
ENSG00000244063,AC024704.2,chr2,-,114588696,114588696,lincRNA
ENSG00000244067,GSTA2,chr6,-,52628367,52628273,protein_coding
ENSG00000244094,SPRR2F,chr1,-,153085991,153085991,protein_coding
ENSG00000244122,UGT1A7,chr2,+,234590584,234590547,protein_coding
ENSG00000244128,LINC01322,chr3,+,164924748,164924736,lincRNA
ENSG00000244165,P2RY11,chr19,+,10222214,10222369,protein_coding
ENSG00000244187,TMEM141,chr9,+,139685807,139685796,protein_coding
ENSG00000244214,RP11-298O21.7,chr3,+,167582637,167582637,lincRNA
ENSG00000244215,RP11-88I21.2,chr3,-,127109513,127109564,lincRNA
ENSG00000244219,GS1-259H13.2,chr7,+,99195689,99195890,lincRNA
ENSG00000244227,LINC01330,chr3,+,167613736,167613744,lincRNA
ENSG00000244242,IFITM10,chr11,-,1771821,1771824,protein_coding
ENSG00000244247,RP11-139K4.2,chr3,-,182224912,182224912,lincRNA
ENSG00000244260,RP11-521D12.2,chr2,+,9814152,9814152,lincRNA
ENSG00000244274,DBNDD2,chr20,+,44034697,44035228,protein_coding
ENSG00000244278,AP000235.3,chr21,+,26427848,26427848,lincRNA
ENSG00000244310,RP11-734K21.3,chr2,+,9255326,9255326,lincRNA
ENSG00000244321,LINC01326,chr3,-,166288551,166288551,lincRNA
ENSG00000244337,AJ239322.3,chr2,+,132715850,132715850,lincRNA
ENSG00000244342,LINC00698,chr3,+,62936105,62936105,lincRNA
ENSG00000244345,RP11-654C22.2,chr3,-,72599703,72599703,lincRNA
ENSG00000244355,LY6G6D,chr6,+,31683133,31683125,protein_coding
ENSG00000244358,RP11-88H10.2,chr3,+,145657699,145657699,lincRNA
ENSG00000244362,KRTAP19-7,chr21,-,31933633,31933633,protein_coding
ENSG00000244382,RP11-373I8.1,chr3,-,150621181,150621181,lincRNA
ENSG00000244395,RBMY1D,chrY,-,24040673,24040673,protein_coding
ENSG00000244405,ETV5,chr3,-,185828107,185826878,protein_coding
ENSG00000244411,KRTAP5-7,chr11,+,71238313,71238313,protein_coding
ENSG00000244414,CFHR1,chr1,+,196788887,196788887,protein_coding
ENSG00000244459,RP11-1398P2.1,chr4,-,1581980,1582197,lincRNA
ENSG00000244461,RP11-354H21.1,chr3,-,78095945,78095945,lincRNA
ENSG00000244464,RP11-201E8.1,chr3,+,99316908,99316908,lincRNA
ENSG00000244471,RP11-78J21.4,chr13,+,53063128,53063128,lincRNA
ENSG00000244474,UGT1A4,chr2,+,234627424,234627440,protein_coding
ENSG00000244476,ERVFRD-1,chr6,-,11111965,11111955,protein_coding
ENSG00000244482,LILRA6,chr19,-,54746649,54746631,protein_coding
ENSG00000244486,SCARF2,chr22,-,20792146,20792112,protein_coding
ENSG00000244509,APOBEC3C,chr22,+,39410088,39410262,protein_coding
ENSG00000244537,KRTAP4-2,chr17,-,39334460,39334473,protein_coding
ENSG00000244541,LINC01213,chr3,+,149956306,149956306,lincRNA
ENSG00000244545,RP11-788A4.1,chr3,+,152365935,152365935,lincRNA
ENSG00000244564,RP11-14D22.1,chr3,+,64430907,64430907,lincRNA
ENSG00000244567,AC096772.6,chr2,-,208687493,208687493,lincRNA
ENSG00000244578,LINC01391,chr3,-,138662862,138662862,lincRNA
ENSG00000244588,RAD21L1,chr20,+,1206700,1206688,protein_coding
ENSG00000244607,CCDC13,chr3,-,42814745,42814745,protein_coding
ENSG00000244617,ASPRV1,chr2,-,70189397,70189397,protein_coding
ENSG00000244620,AL122127.25,chr14,+,106355942,106355931,lincRNA
ENSG00000244624,KRTAP20-1,chr21,+,31988744,31988744,protein_coding
ENSG00000244625,MIATNB,chr22,+,27068730,27068753,lincRNA
ENSG00000244649,CTD-2377D24.6,chr17,+,46724285,46724285,lincRNA
ENSG00000244650,RP11-501O2.3,chr3,+,147878698,147878698,lincRNA
ENSG00000244687,UBE2V1,chr20,-,48732496,48729683,protein_coding
ENSG00000244693,CTAGE8,chr7,-,143966381,143966381,protein_coding
ENSG00000244694,PTCHD4,chr6,-,48036425,48036379,protein_coding
ENSG00000244706,RP11-298O21.3,chr3,-,167588765,167588765,lincRNA
ENSG00000244731,C4A,chr6,+,31949801,31949801,protein_coding
ENSG00000244733,RP11-506M13.3,chr10,+,81420647,81420647,lincRNA
ENSG00000244734,HBB,chr11,-,5250625,5248301,protein_coding
ENSG00000244752,CRYBB2,chr22,+,25615489,25615606,protein_coding
ENSG00000244754,N4BP2L2,chr13,-,33113022,33112929,protein_coding
ENSG00000244791,RP11-65D17.1,chr8,+,127337740,127337740,lincRNA
ENSG00000244952,RP11-1000B6.5,chr15,+,32905934,32905934,lincRNA
ENSG00000244953,RP11-613D13.8,chr11,-,43968756,43968756,lincRNA
ENSG00000245017,RP11-181C3.1,chr12,-,98897633,98897633,lincRNA
ENSG00000245059,RP11-303E16.7,chr16,+,81110924,81110650,lincRNA
ENSG00000245060,LINC00847,chr5,+,180257957,180258703,lincRNA
ENSG00000245149,RNF139-AS1,chr8,-,125486817,125486805,lincRNA
ENSG00000245164,LINC00861,chr8,-,126963493,126963394,lincRNA
ENSG00000245317,CTC-241N9.1,chr5,+,179286013,179286013,lincRNA
ENSG00000245330,KB-1471A8.1,chr8,-,120886728,120886728,lincRNA
ENSG00000245466,CTD-2540L5.6,chr14,-,71108015,71108081,lincRNA
ENSG00000245468,RP11-367J11.3,chr4,-,7105112,7105109,lincRNA
ENSG00000245522,RP11-540A21.2,chr11,-,9781080,9781080,lincRNA
ENSG00000245526,LINC00461,chr5,-,87986858,87969143,lincRNA
ENSG00000245532,NEAT1,chr11,+,65190245,65190269,lincRNA
ENSG00000245556,SCAMP1-AS1,chr5,-,77656331,77656191,lincRNA
ENSG00000245571,AP001258.4,chr11,-,58910488,58910488,lincRNA
ENSG00000245651,RP11-620J15.2,chr12,-,58290265,58287705,lincRNA
ENSG00000245662,RP11-184E9.1,chr5,+,25190791,25190791,lincRNA
ENSG00000245680,ZNF585B,chr19,-,37709055,37701407,protein_coding
ENSG00000245685,AF146191.4,chr4,-,190861426,190861426,lincRNA
ENSG00000245694,CRNDE,chr16,-,54963101,54962798,lincRNA
ENSG00000245719,RP11-34F13.2,chr15,-,68131217,68131217,lincRNA
ENSG00000245729,RP11-480D4.1,chr5,-,8457671,8457671,lincRNA
ENSG00000245750,DRAIC,chr15,+,69755365,69850484,lincRNA
ENSG00000245768,RP11-410D17.2,chr16,+,58767816,58783577,lincRNA
ENSG00000245812,RP11-175K6.1,chr5,+,158527491,158527521,lincRNA
ENSG00000245832,MIR4300HG,chr11,-,82429124,82429124,lincRNA
ENSG00000245848,CEBPA,chr19,-,33793470,33793440,protein_coding
ENSG00000245857,GS1-24F4.2,chr8,+,6693076,6693076,lincRNA
ENSG00000245870,LINC00682,chr4,-,41884628,41884588,lincRNA
ENSG00000245937,LINC01184,chr5,-,127418864,127418764,lincRNA
ENSG00000245954,RP11-18H21.1,chr4,+,153021906,153021954,lincRNA
ENSG00000245975,RP11-30K9.6,chr15,-,59063173,59063173,lincRNA
ENSG00000246067,RAB30-AS1,chr11,+,82783108,82783148,lincRNA
ENSG00000246084,CTD-2506J14.1,chr14,+,97925153,97925180,lincRNA
ENSG00000246095,LINC01096,chr4,-,13549425,13549335,lincRNA
ENSG00000246100,LINC00900,chr11,-,115631345,115630915,lincRNA
ENSG00000246145,RRS1-AS1,chr8,-,67341212,67341212,lincRNA
ENSG00000246211,RP11-632K5.3,chr11,+,74022407,74022407,lincRNA
ENSG00000246223,LINC01550,chr14,-,98444461,98444397,lincRNA
ENSG00000246331,RP11-77I22.2,chr12,+,30908008,30908022,lincRNA
ENSG00000246363,RP11-13A1.1,chr12,-,89413456,89413469,lincRNA
ENSG00000246375,RP11-10L7.1,chr4,+,89206094,89206088,lincRNA
ENSG00000246379,RP11-461O7.1,chr16,-,56225006,56223498,lincRNA
ENSG00000246394,RP11-386I8.6,chr12,-,133613808,133613808,lincRNA
ENSG00000246430,LINC00968,chr8,-,57472382,57472056,lincRNA
ENSG00000246465,RP11-57A19.2,chr16,-,28303385,28303386,lincRNA
ENSG00000246523,RP11-736K20.6,chr11,+,86666661,86667142,lincRNA
ENSG00000246526,RP11-539L10.2,chr4,-,6692246,6692266,lincRNA
ENSG00000246541,RP11-363G15.2,chr4,-,95128707,95128707,lincRNA
ENSG00000246548,RP11-7F17.5,chr14,+,77507407,77507407,lincRNA
ENSG00000246640,RP11-1094H24.4,chr17,-,48133103,48133063,lincRNA
ENSG00000246705,H2AFJ,chr12,+,14927317,14927339,protein_coding
ENSG00000246774,AC004051.2,chr4,+,110224191,110224191,lincRNA
ENSG00000246777,RP11-61A14.4,chr16,+,66785655,66785655,lincRNA
ENSG00000246820,RP11-379P15.1,chr11,+,8190714,8190714,lincRNA
ENSG00000246863,RP11-325N19.3,chr15,+,40213243,40213243,lincRNA
ENSG00000246876,RP11-519M16.1,chr4,-,130692636,130692636,lincRNA
ENSG00000246898,LINC00920,chr16,+,66442427,66442427,lincRNA
ENSG00000246922,UBAP1L,chr15,-,65407535,65407538,protein_coding
ENSG00000247011,RP11-700H6.1,chr17,-,49022074,49021978,lincRNA
ENSG00000247077,PGAM5,chr12,+,133287405,133287428,protein_coding
ENSG00000247095,MIR210HG,chr11,-,568457,568417,lincRNA
ENSG00000247134,RP11-11N9.4,chr8,+,32853696,32853696,lincRNA
ENSG00000247157,LINC01252,chr12,+,11700964,11708890,lincRNA
ENSG00000247315,ZCCHC3,chr20,+,277609,277609,protein_coding
ENSG00000247317,RP11-273G15.2,chr8,-,144099854,144099812,lincRNA
ENSG00000247363,RP11-637A17.2,chr12,-,69081535,69080596,lincRNA
ENSG00000247373,RP11-486O12.2,chr12,-,124069662,124069662,lincRNA
ENSG00000247400,DNAJC3-AS1,chr13,-,96329179,96329193,lincRNA
ENSG00000247402,CTD-2340E1.2,chr5,+,101941339,101941339,lincRNA
ENSG00000247516,MIR4458HG,chr5,+,8450856,8457804,lincRNA
ENSG00000247595,SPTY2D1-AS1,chr11,+,18621334,18624522,protein_coding
ENSG00000247596,TWF2,chr3,-,52273276,52273126,protein_coding
ENSG00000247624,CPEB2-AS1,chr4,-,15003669,15003964,lincRNA
ENSG00000247626,MARS2,chr2,+,198570093,198570093,protein_coding
ENSG00000247746,USP51,chrX,-,55515635,55515635,protein_coding
ENSG00000247765,RP11-32B5.7,chr15,-,21968151,21968151,lincRNA
ENSG00000247810,RP11-103J17.1,chr4,+,37080199,37080199,lincRNA
ENSG00000247844,CCAT1,chr8,-,128231333,128231122,lincRNA
ENSG00000247877,CTD-2001C12.1,chr5,-,99870966,99870947,lincRNA
ENSG00000247970,RP11-543C4.1,chr14,+,100070893,100070875,lincRNA
ENSG00000247982,LINC00926,chr15,+,57592563,57592191,lincRNA
ENSG00000248029,CTD-2313F11.3,chr5,+,54359007,54359007,lincRNA
ENSG00000248079,DPH6-AS1,chr15,+,35838396,35838241,lincRNA
ENSG00000248098,BCKDHA,chr19,+,41903365,41903723,protein_coding
ENSG00000248099,INSL3,chr19,-,17932383,17932328,protein_coding
ENSG00000248100,RP11-709A23.1,chr12,-,27705706,27705706,lincRNA
ENSG00000248103,CTC-338M12.9,chr5,+,180708376,180708367,lincRNA
ENSG00000248107,CTC-339D2.1,chr5,+,125515270,125515270,lincRNA
ENSG00000248109,CTC-295J13.3,chr5,+,147618133,147618088,lincRNA
ENSG00000248112,RP11-78C3.1,chr5,-,82216938,82216938,lincRNA
ENSG00000248118,LINC01019,chr5,-,3536208,3536208,lincRNA
ENSG00000248125,CTB-73N10.1,chr5,+,144809431,144809431,lincRNA
ENSG00000248127,CTC-235G5.3,chr5,-,75380011,75380011,lincRNA
ENSG00000248131,LINC01194,chr5,+,12574969,12574955,lincRNA
ENSG00000248132,CTD-2037L6.2,chr5,-,57418168,57418168,lincRNA
ENSG00000248137,RP11-468D11.1,chr5,-,2835253,2835253,lincRNA
ENSG00000248143,RP11-324J13.2,chr4,-,43494560,43494560,lincRNA
ENSG00000248144,ADH1C,chr4,-,100274184,100273903,protein_coding
ENSG00000248145,CTC-305H11.1,chr5,+,13175958,13175958,lincRNA
ENSG00000248148,RP11-357F12.1,chr5,+,45035301,45035301,lincRNA
ENSG00000248150,RP1-167G20.1,chr5,-,16440190,16440190,lincRNA
ENSG00000248161,RP11-499E18.1,chr4,-,103371167,103371167,lincRNA
ENSG00000248172,RP11-1094H24.3,chr17,+,48074253,48074253,lincRNA
ENSG00000248173,RP11-659O3.1,chr4,-,117218316,117218316,lincRNA
ENSG00000248174,RP11-148L24.1,chr4,-,175141549,175041672,lincRNA
ENSG00000248176,RP11-472K22.1,chr4,+,29119930,29119930,lincRNA
ENSG00000248184,RP11-231C18.1,chr4,+,55199059,55199059,lincRNA
ENSG00000248187,RP11-184M15.1,chr4,-,129491686,129491486,lincRNA
ENSG00000248195,CTC-261N6.3,chr5,+,85630842,85630842,lincRNA
ENSG00000248197,LINC00290,chr4,-,182080302,182080302,lincRNA
ENSG00000248199,CTD-2244C20.2,chr5,+,61173936,61173936,lincRNA
ENSG00000248202,RP11-455B3.1,chr5,+,97217124,97217124,lincRNA
ENSG00000248210,RP11-24I21.1,chr4,+,150075447,150075447,lincRNA
ENSG00000248215,RP11-722M1.1,chr4,-,36643522,36643522,lincRNA
ENSG00000248223,CTD-2139B15.2,chr5,+,17354019,17354019,lincRNA
ENSG00000248227,RP11-83C7.1,chr4,+,38368535,38368535,lincRNA
ENSG00000248238,RP11-3J1.1,chr4,-,19458617,19458613,lincRNA
ENSG00000248242,RP11-556I14.2,chr4,-,105887950,105887950,lincRNA
ENSG00000248243,RP11-93K22.13,chr3,-,129813147,129813147,lincRNA
ENSG00000248261,CTD-2333K2.1,chr5,+,101479781,101479781,lincRNA
ENSG00000248262,RP11-1J7.1,chr4,+,11916291,11916291,lincRNA
ENSG00000248265,FLJ12825,chr12,+,54452038,54452038,lincRNA
ENSG00000248279,CTD-2218G20.2,chr5,+,32947549,32947549,lincRNA
ENSG00000248294,CTD-2023N9.2,chr5,+,56869854,56869854,lincRNA
ENSG00000248296,CTD-2308B18.3,chr5,-,123872041,123872041,lincRNA
ENSG00000248300,RP11-74M11.2,chr4,-,11771092,11771092,lincRNA
ENSG00000248307,LINC00616,chr4,-,139051863,139051851,lincRNA
